Country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,1763.4750668377,1756.219653066,1865.665998684,2165.9011460729,2529.8926397758,3203.7114455644,3446.9527939175,4031.0160387405,4220.1935004858,4865.6503748892,6163.3801194825,5957.5411167719,6158.9467392187,6152.7825288756,7561.1922761252,8443.1070518135,6817.832528779,6208.7826341611,5540.2349727674,5249.0536002064,5534.631412905,7634.3344002316,9271.7354036501,12665.6632283397,13092.2647265506,14800.0286943521,15133.1622384558,16261.2969282208,16640.8023536798,16037.0252427091,18721.0564384262,18257.2150489301,16341.5873485558,15387.8695836451,14611.8328032133,12579.5951055864,,,,,,,,,,,,,,,,
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,132.400236735,139.0486105963,147.8437073799,158.3229020066,152.8974260323,171.7122533596,174.171503929,160.6053689096,150.5757956514,143.0281759645,144.5108560876,150.0228318538,156.2741890698,193.6344149603,204.1355422988,202.8012087228,200.0646135247,235.8308003279,314.8296788562,363.7573695746,420.6704392412,354.1562328164,320.2893091911,278.5582634441,219.6661400424,210.6677156788,270.7885391105,308.7041762107,306.2612303957,284.1221366892,313.5376232441,284.9839053975,277.7654526978,183.9772967403,172.9386000723,200.8994916515,204.8882929687,183.4781735331,199.0612129469,186.49965458,160.2183423174,167.0912300766,179.7352704941,218.0471229696,234.9104278657,252.5046154867,260.5637700083,295.3931987199,358.1914055305,344.3756411101,351.0062183468,378.200546574,393.6434230449,417.6703093047,431.3816821379,358.95815204,
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,92.8118675253,96.8115638136,104.1940164257,107.3292193764,112.9337305623,116.9305302376,124.0210798707,99.1666755249,96.958295039,120.9311691626,223.506804498,159.8115435196,208.6445368813,251.517912408,401.6785825293,437.012086706,554.952795751,534.4482794263,525.4882577102,659.8775375351,871.145817968,806.507839586,661.2323763005,444.6490920916,348.5263259959,344.1410837498,240.6173966173,272.5077314728,256.3758412578,260.0475699761,321.6683708941,279.2757823145,291.2834845053,153.0756654876,171.0247982128,263.2880378745,314.7399021205,314.2998493635,273.8697972443,299.3567659484,377.5002693468,350.260182194,457.3970475536,510.2962952817,645.7638711788,804.0059951702,1014.7347416177,1131.1476946253,1376.8574487829,1091.9685272245,2314.9635366535,2514.1486215193,2739.8521890391,2979.8441500039,3203.2442957326,2640.2907388575,
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,128.0350674941,133.3829964234,142.7380012758,152.9767132568,173.3762669245,273.5775197935,285.6816219566,300.0803746085,307.0127755585,322.4231097816,324.6618415135,335.0930956326,344.5671352109,415.6298794075,561.0198552996,565.5139321093,636.8934270358,748.8721936101,694.1657641829,496.4913622975,659.8028887509,740.3372718203,714.4463926605,780.3715368305,861.3934238588,723.5465334548,760.0382821213,991.8258118173,662.9535729898,249.8444627179,243.561319383,351.3978395775,413.919879906,396.7974008734,854.5495268897,897.7156164622,916.5190994565,917.1286484542,951.8731567822,981.0202910225,1016.0215515367,1043.6007578696,1010.1468863731,1015.5658950617,1091.5051566246,1175.116443418,1245.1420993579,1350.5872223394,1517.8036109063,1478.9713892993,1523.4814688214,1679.7482001572,1776.2092435787,1829.0249891809,1960.4909077131,2086.895002771,
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,1068.7845872374,1159.3923571607,1240.6778943729,1328.0366487997,1541.9473651903,1708.0963564886,1835.8014235103,1991.3606856504,2185.2486588866,2446.3354539954,2889.7147988747,3335.4936125007,4052.0660296162,5277.3500260031,6358.7723835832,7241.8860683698,7824.532710866,9049.8124843832,11036.7073180438,12635.1957282094,13615.8370736975,11373.4126872705,10931.3384172139,10544.0458965616,9849.8219674462,9799.4430376277,13607.9271903286,16496.2959945287,17518.0287566478,17175.6453683691,21019.125671934,21454.8628923695,23598.9507648691,22827.3000431587,24331.7540182404,28884.7135222434,28698.6660159512,26404.986730145,27533.6067928156,27951.734289323,25921.1279408277,26584.1216906272,28817.3232079888,35245.1640746805,39954.6422157907,41577.1600883755,44453.9711946212,51241.3156170166,56928.8204756806,51900.3400948453,50341.251919716,53537.2751512189,49474.705606422,51425.0789882648,52138.6839244096,44433.4143287366,
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,1441.7556600263,1560.3249311723,1667.2474297782,1775.5826554498,1937.8846138593,2164.4688233674,2317.1948838266,2514.0437721471,2662.1174915312,2875.2358439686,3306.2194760777,3736.3487374999,4413.5756916853,5689.5888066967,6811.5273365323,8204.4515115298,8927.2016273448,10266.1206718698,11462.6415912182,13046.5372210653,15772.2409073814,15512.5067043575,15224.8939100982,14927.5174766339,14989.4857665906,15753.5527652129,18883.265802712,22505.8977117052,24207.281468963,24281.0961405377,28242.943738533,28596.9330036444,30523.9850558974,27963.6652188271,29315.8419070199,34875.1973878148,37321.4433901355,36628.5174155741,34788.7785642698,36371.3957875661,38146.7153917477,38549.5893413937,43061.1503812416,50111.6544494522,57570.2691601943,66775.3943971756,74114.697150083,85128.6575906714,96880.5096146393,80017.7768095085,87646.2700974708,100575.117263444,101563.702677597,102910.435039364,97429.7084759454,74734.564089525,
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,50.545609702,52.0755356823,55.323092382,47.1283529152,46.2779226347,67.424730105,81.6898246177,74.4639320433,67.0098450597,67.1132445895,72.2430288613,72.1658525432,82.0080426543,76.2253168183,93.4855992021,118.3603728563,106.7546917428,99.3547761122,112.7394166863,127.1955975471,130.6854350906,149.3429293891,153.5921625091,153.2957764779,157.9970217268,156.7465278008,166.790766169,169.2553068526,195.184060806,192.7888638404,193.555631286,203.8472966711,172.0775864947,180.1850078558,194.9610926499,205.7465272119,206.4409707786,219.6310635259,212.3742546471,215.8966734541,231.4329675705,248.8329359029,246.8035835369,254.5539382341,288.6695954321,318.7480983451,350.6084650142,396.1697727924,476.5565582354,483.4034114547,595.42751983,695.8831982943,685.496758554,692.336309426,701.6800633995,732.2987163162,
Nauru,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,2312.9499923986,2343.2922131743,2448.6286332647,2622.2202714036,2813.5469756394,2151.2949269532,2191.3125419396,2188.3991386256,1885.1561517563,2077.895543023,,2773.3231073111,3294.648942683,4323.1965345866,4610.1143857441,4171.7697396748,4373.8409979123,4950.2717323211,5936.6504050196,6667.8164716622,7467.4780588307,7813.8875433607,7656.4757323896,7598.1066178942,6713.5994571124,7600.7227696624,9427.7166162105,12331.1058738553,13758.9594541694,13312.2062026174,13663.201095115,12230.0734548834,11792.9886941108,13094.1906250147,15280.4814411662,17400.4201848172,18794.436039393,17474.0203151599,14738.3076035526,15321.9531926922,13641.1027183822,13882.8568268586,16874.3123184409,21913.7081719961,25420.234882944,27750.8951531221,26670.8645228341,32509.7347119416,31287.6136423777,28200.9419253104,33692.1695969513,38426.695330151,40066.5648004195,42928.0963291754,44380.426584212,37807.9672760442,
OECD members,OED,GDP per capita (current US$),NY.GDP.PCAP.CD,1358.5757128561,1406.0322059,1497.5482144347,1591.9012775995,1717.0190563675,1841.1664068729,1997.7723583989,2119.7071498893,2274.2131397815,2466.2435205824,2673.7173598834,2927.1896198161,3356.9720108067,4012.5326409579,4446.2102309024,4929.6096373541,5295.0938168394,5914.3774879417,7035.2513104975,8054.0536881663,8860.5288530445,8940.8109377402,8734.1050153394,8953.0156162602,9294.3257515549,9730.9727276093,11701.3596515996,13440.0745224665,15045.1375637208,15636.3150630388,17472.181945426,18313.7475469267,19511.9022351334,19628.3338042175,20787.1290046636,22597.9152512794,22611.4177888322,22124.0536136582,22165.2259100356,23125.4376695951,23436.0521658189,23063.1858727224,23907.8634394066,26605.5832707866,29406.7686873639,30853.1656603245,32307.5203021827,35080.9157517329,36834.2008280012,34218.9374887168,35635.7599281614,38015.9217136168,37720.7477293398,37819.7757756492,38271.8047263288,35748.9502506417,
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,101.2468213777,105.5443027902,162.322492551,277.9308238701,342.5001672951,354.1062182912,401.9046458153,472.5572809897,598.6041822745,1954.8947260406,2377.0913417916,2760.5265611959,2803.388303621,2653.2765285704,3419.2750633778,5181.8171576131,5947.4269207756,5856.3397979063,5828.8038487647,6164.849380555,6677.4817243987,4690.4900594586,4820.0131421998,4994.5035268294,5380.2296412639,6448.1348534245,5993.3481710436,6289.3012942506,6046.2302650483,6038.1491791909,6297.1976273318,6882.5946355649,7109.6604749562,6330.7267454606,7059.2147245801,8710.9878050834,8559.5658108199,8670.2637844607,9070.4946985076,10115.0436104014,12398.5943454954,14575.1603991844,16225.6599871528,22963.3781637315,17518.8333143066,19920.6495686354,21164.3357574377,21533.807603293,20011.3477786118,19309.6124499023,15645.0807292348,
Other small states,OSS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,1088.0692383136,1325.3843612218,1462.8162373892,1581.2917925374,2009.6279766744,2728.3643808041,2680.862349872,2474.2376851298,2280.297425331,2241.2947189792,2076.6945001102,2046.755739105,2366.4610072211,2590.9187811192,2646.6712267613,3094.9398761415,3117.2523137007,3335.7854703296,3117.3561396815,3209.3204582494,3628.6425251075,3763.4674503838,3836.583083391,3690.688958001,3895.9649640415,4319.2989263953,4217.3787402387,4472.6112279893,5455.8160753922,6630.0472448114,7873.2521548809,8998.3417068766,10710.0758672926,12734.3224491182,10593.0183829637,12047.8998442913,14719.4513102296,15110.5214486649,15429.998901397,15653.1982900709,12846.2689537771,
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,82.5407801545,88.1656018861,89.8309045226,93.9817347578,103.528579799,115.7296708141,123.8941776523,138.1453203234,146.969871572,152.6710767926,172.6003962718,177.6172735085,151.7593584813,100.295957889,135.2324607063,169.782103389,193.8212997171,213.1818892362,243.4304154755,260.7704167601,303.4340421078,348.2465513762,368.2953957476,332.6032217075,349.3016551102,337.9254478643,335.0491891571,339.2773911152,379.3378131767,384.2988265507,371.8177069668,410.8302765013,428.0656441165,441.5721331324,434.0301412132,494.5852085115,503.7494519856,484.5586947377,471.1023570765,465.9272423126,534.9158370039,511.8111260591,501.185454468,565.3238448029,652.0202130187,714.0368100028,876.9511088541,953.7956859753,1042.8017054166,1009.7993193028,1043.3002050381,1230.8154275681,1266.3807581145,1275.7127495852,1315.2676219428,1428.9886366072,
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,388.6014419326,420.6991870894,444.5300622436,478.2017461722,498.4328600285,531.491365992,562.3328322764,608.2610848041,635.7355749794,677.9681105983,708.2735851478,776.7479382489,829.7547322953,923.0060420128,1026.403466748,1119.2394369264,1158.0164547444,1196.8011635101,1383.840962541,1545.469617007,2039.0473446799,2253.814922285,2432.6739562528,2441.0069460644,2491.0887904939,2577.2937660751,2620.0422371496,2574.9703249248,2178.8506871915,2138.7529353807,2276.6817212395,2451.9087352219,2730.5328637495,2921.5315058602,3052.4169872368,3057.2411047706,3531.6421125322,3742.7554711455,3975.9489905657,4083.949527859,4062.3926826603,4050.0266449663,4132.06433116,4275.983501696,4604.4361930939,4933.0500307143,5370.5489255905,6095.2804183809,7008.9882495651,7471.3413858118,7987.0603722242,9335.6916212722,10672.3589459904,11786.6331746496,12712.431328999,13268.1137429275,
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,248.8400111916,272.7245605085,300.4146096386,319.7973193638,375.9751333146,432.9976553675,498.0229030504,490.9389456532,442.1436413282,481.4690983337,542.3209165383,588.847835874,635.6902950111,740.8016555772,909.5328914777,1077.7066064722,992.2903038976,886.0412332753,737.4949313228,918.3375493655,1017.0799709612,1184.4320180568,1164.0967252558,904.8910996164,897.0340056909,824.2538562121,742.1391698388,985.4106024204,718.7983415754,1024.9933826887,1177.9201205271,1514.7206859452,1547.2943175398,1476.2547827325,1849.835920655,2162.7571992343,2208.4017124955,2289.1620098773,2164.0885086591,1929.9838125249,1967.2432102088,1964.5730392987,2046.3774244284,2191.3715595059,2445.4464875817,2714.4801159352,3143.5500310734,3611.2048430378,4244.5396613614,4178.8207139539,5056.2953131981,5731.6988682338,6389.6305762904,6609.7133692624,6549.3892292809,6121.8644730325,
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,254.4315329394,267.1507351264,156.681685459,168.0148417455,175.929722711,187.1130154882,199.9364147477,207.4246856175,224.6233013263,241.7030253373,186.7692751519,201.0334882963,211.3997052949,258.363382486,343.2429500077,360.6713341141,402.6655643028,450.1234868143,506.0879609701,596.3993455925,684.6513918205,731.7296305369,741.7871374784,645.4592739438,594.025250463,565.762166136,535.2377857563,579.2070504428,643.8249069321,704.9907929408,715.3107014742,715.1252434225,814.0325683889,815.6645634038,939.1022022973,1061.3478986676,1159.7309343973,1127.3456165846,967.1935905933,1087.958344358,1039.7017956415,958.0115790406,1000.7777284449,1011.2866443898,1080.0861840208,1196.5398492383,1395.2126330001,1678.8519884121,1929.1328970269,1836.8741202308,2145.2400070734,2371.8535366282,2604.655996837,2786.9504684183,2872.5121647166,2899.3752781827,
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5095.6325800252,5420.1409087971,5187.555052221,4644.0501682472,4970.3659625112,5519.3856853086,6114.8912122068,6246.9237984881,6333.4053120276,6011.4948617438,7786.5860018775,8245.7225314368,8352.4904214559,8116.7512690355,8851.3001767231,9710.1522077661,9729.1625024985,9742.5191370912,9793.8399169427,9162.4066063704,8978.9936492428,9701.0579442881,10319.9074966275,10932.6449639084,11892.6861639096,13498.661406228,
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,117.1840731509,122.3519051135,128.2095644499,132.9562780831,144.230644508,159.2517711303,177.0373747793,195.5427011158,209.7523815348,232.4409993649,265.1343261305,286.7338842135,333.3738478883,489.7504701951,537.3203303419,482.8255826103,523.4037990736,552.8885788773,639.138833794,732.7573002249,791.7886699758,756.030937304,697.5046718129,734.3643767091,712.2586369577,658.9095402029,702.1023470014,813.3302386955,923.1705484882,874.0708169188,774.3639918969,888.6466039393,1001.9629894858,1110.2450783797,1197.2349134522,983.0753346796,1065.1144977461,993.4574036911,742.7872918338,663.9585832842,655.2502301889,558.8829823462,530.58405865,610.2002910919,661.125039041,799.4164059234,886.4202669456,992.6737493163,1223.2029780024,1210.8717231987,1418.9235906922,1838.6991986867,2151.2102765496,2108.8316426359,2268.172539443,,
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1698.0069224016,2192.6659795969,2411.8594960694,2449.3019080321,2819.6894664051,3612.159514482,4066.8420292196,4076.3528382021,4483.2368876751,4351.3746047946,4492.7276035594,4981.1986188017,5196.9329210389,5693.377763226,6639.9630515764,7976.0667676403,8999.7396266064,11247.5514811334,13906.2181999449,11440.5781321257,12597.4587924553,13891.14168806,13142.0459946086,13776.4547643996,14337.2063674308,12494.4661900747,
Pre-demographic dividend,PRE,GDP per capita (current US$),NY.GDP.PCAP.CD,46.4319988478,48.0632805106,50.1149809989,51.9357825295,55.3718609137,58.4732007484,62.4935257499,60.0436840916,60.7027003722,65.8128722101,81.6496836872,75.7426008864,86.2660060408,102.7958991842,145.864510379,162.6219387676,191.14381455,202.2785031689,218.4765139561,274.3072542629,335.2123524924,293.054126761,273.4911947818,229.2418902337,225.3441980539,228.9996458887,229.0791374931,257.114216499,255.633594181,253.5606486526,403.4968984914,398.2706881274,357.9903728926,317.0576261773,286.7523321242,322.0036611974,349.3469893193,354.8302534635,341.7317774201,337.7135201479,383.3475824706,353.2743743681,405.4738136858,455.4785080041,536.1858887081,645.5533872666,781.7771026858,928.3779544542,1150.1657924237,1010.6257257227,1361.1632851847,1529.2468825239,1624.6794308452,1722.7288432022,1771.5223038875,1490.020522613,
Puerto Rico,PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,717.5148430874,777.2150274073,854.7448049685,931.7516659812,1006.434446095,1110.832690825,1207.8118244035,1335.2741116252,1480.6931764225,1661.8668852337,1852.3546725534,2044.3199055822,2246.4767135113,2432.4142190493,2614.5009405304,2738.2431529726,2946.4619525115,3208.7713561413,3567.7526290007,4024.5094201929,4502.8384279476,4920.7229367486,5115.0085142335,5217.7227285604,5730.117008902,6008.0544862304,6443.4820507316,6937.5481209233,7535.7422699227,8063.2122430933,8652.5074922251,9064.0185171149,9659.3388999592,10212.2767630564,10876.4188239898,11579.1849969985,12173.163688986,12817.6449621352,14304.4073670605,15220.9792370215,16192.129596219,18243.7177481569,18972.7685297569,19820.2072870642,20988.9923326534,21959.3227075956,22935.9411493385,23664.8823530538,24898.3388400438,25768.7360476525,26435.7330836866,27278.8452337977,27811.5557986588,28703.7323699256,,,
"Korea, Dem. People’s Rep.",PRK,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,360.4992985069,382.7299469944,407.8528436124,432.5117295751,468.7810816354,520.9106593679,575.0076806682,646.8227200608,719.0804918533,795.7593713911,934.1739800078,1064.6427742166,1302.3943335666,1748.1614171428,2000.6147876824,2127.847009027,2173.4981304416,2267.5943717619,2457.5549631237,2755.895769784,3368.6983695763,3246.2946192383,3080.2526949025,2735.7603146489,2522.995844237,2705.4592165188,3862.3286256521,4804.3388751808,5624.2505799887,6056.9771773141,7885.3940191922,8959.8672080538,10811.630636571,9535.5948491087,9978.3019369786,11782.5214789678,12185.0638930534,11578.4415149862,12202.6914067704,12474.8180820119,11502.3968126428,11729.1461629811,12882.2889730308,15772.7333950542,18045.5880994833,18784.9484992149,19821.4446268632,22780.0584505513,24815.6088356622,23063.9716141302,22539.9960076117,23194.7409567701,20577.4026375899,21618.7353389663,22124.3670925451,19222.9355983016,
